Name,Men,Women,Total
Weijmpje,0,10,10
Weipe,10,0,10
Welma,0,10,10
Wence,7,3,10
Wendeliene,0,10,10
Wendina,0,10,10
Wenefrida,0,10,10
Werther,10,0,10
Wesam,9,3,12
Wesseltje,0,10,10
Weynand,10,0,10
Wiardina,0,10,10
Wide,7,3,10
Wiggeman,10,0,10
Wiggerdina,0,10,10
Wihelmus,10,0,10
Wijbregje,0,10,10
Wijbrens,7,3,10
Wijda,0,10,10
Wilbertine,0,10,10
Wilbordina,0,10,10
Wilemina,3,8,11
Wilhelmiene,0,10,10
Wilhemus,10,0,10
Willeam,10,0,10
Willem-Johan,10,0,10
Willema,0,10,10
Willemsz,10,0,10
Willona,0,10,10
Wilmtje,0,10,10
Wiltine,0,10,10
Wily,9,3,12
Wimme,7,3,10
Wingerina,0,10,10
Wioletta,0,10,10
Wiraisha,0,10,10
Wiren,10,0,10
Wobiena,0,10,10
Wodan,9,3,12
Wolterius,10,0,10
Wopje,0,10,10
Woudia,0,10,10
Wouteres,10,0,10
Wouteria,0,10,10
Wouther,10,0,10
Woutrine,0,10,10
Wulbert,10,0,10
Wynande,0,10,10
Wynne,3,6,9
Wyomi,0,10,10
Waalke,9,0,9
Wagiran,9,0,9
Wais,9,0,9
Walco,9,0,9
Waldie,8,3,11
Walia,3,5,8
Walijne,0,9,9
Wallentina,3,8,11
Wallerius,9,0,9
Walte,7,3,10
Wanida,0,9,9
Wanis,9,0,9
Wapkje,0,9,9
Waroen,9,0,9
Warse,9,0,9
Wasila,0,9,9
Wasiliki,0,9,9
Wazier,9,0,9
Webster,9,0,9
Weijnand,9,0,9
Welly,3,5,8
Wemeliena,0,9,9
Wendeliena,3,8,11
Wendelyne,0,9,9
Wennechien,0,9,9
Wenonah,0,9,9
Wesli,9,0,9
Wessellina,0,9,9
Wibbiena,0,9,9
Wibertha,0,9,9
Wibina,0,9,9
Wicherda,0,9,9
Wichertien,0,9,9
Wicia,0,9,9
Widar,9,0,9
Widjaikumar,9,0,9
Wiebeke,0,9,9
Wiebergje,0,9,9
Wiebregt,3,6,9
Wiecke,0,9,9
Wiekie,3,8,11
Wientje,5,3,8
Wiertina,0,9,9
Wiesia,0,9,9
Wigarda,3,8,11
Wijbertus,9,0,9
Wijnandia,0,9,9
Wijnold,9,0,9
Wijpko,9,0,9
Wijva,0,9,9
Wijvina,0,9,9
Wilfredo,9,0,9
Wilga,0,9,9
Wilhelmis,9,0,9
Wilkina,0,9,9
Willem-Frederik,9,0,9
Willianna,0,9,9
Willie-Jan,9,0,9
Willion,8,3,11
Willissa,0,9,9
Willy-Anne,0,9,9
Wiltina,0,9,9
Wim-Jan,9,0,9
Winash,9,0,9
Windahl,3,8,11
Winson,9,0,9
Wladislawa,3,7,10
Wobbegina,0,9,9
Wobbo,9,0,9
Woltrina,3,8,11
Woutelina,0,9,9
Woutora,0,9,9
Wubbien,0,9,9
Wubbine,0,9,9
Wulan,3,8,11
Wyb,6,3,9
Wychard,9,0,9
Wyn,3,5,8
Wynzen,9,0,9
Waanderdina,0,8,8
Wabbe,8,0,8
Wadi,7,3,10
Wadia,3,7,10
Waginah,0,8,8
Walburgje,0,8,8
Walram,8,0,8
Wana,0,8,8
Wanner,8,0,8
Wansh,8,0,8
Warin,3,5,8
Wasilios,8,0,8
Waut,8,0,8
Weardus,8,0,8
Weijna,0,8,8
Weiko,8,0,8
Wellington,6,3,9
Welmoedt,0,8,8
Wendalin,0,8,8
Wenona,0,8,8
Wenske,0,8,8
Wentje,0,8,8
Wibisono,8,0,8
Wideke,0,8,8
Widjaikoemar,8,0,8
Widukind,6,3,9
Wiebbe,8,0,8
Wiebechien,0,8,8
Wiebegje,0,8,8
Wiebiena,0,8,8
Wieresh,8,0,8
Wierish,8,0,8
Wiers,8,0,8
Wievenlina,0,8,8
Wijbrecht,0,8,8
Wijmar,8,0,8
Wikas,8,0,8
Wikesh,8,0,8
Wilderik,8,0,8
Wildina,0,8,8
Willem-Hein,8,0,8
Willem-Jaap,8,0,8
Willemeijn,0,8,8
Willemtiena,0,8,8
Willemyna,0,8,8
Willfried,8,0,8
Willieke,0,8,8
Wim-Jaap,8,0,8
Wimpke,3,7,10
Winai,8,0,8
Winande,0,8,8
Winner,6,3,9
Wiona,0,8,8
Wirendra,8,0,8
Wisanne,0,8,8
Wish,3,5,8
Wishan,8,0,8
Wishay,8,0,8
Wishnu,8,0,8
Wishwanand,8,0,8
Witske,0,8,8
Wjera,0,8,8
Wobbegien,0,8,8
Wobkje,0,8,8
Wolters,7,3,10
Won,3,3,6
Wonneke,0,8,8
Wonny,3,6,9
Wopkjen,0,8,8
Wubertus,8,0,8
Wynia,3,7,10
Waandrina,0,7,7
Wae,3,5,8
Wagina,0,7,7
Wagner,6,3,9
Waiel,7,0,7
Wajid,5,3,8
Wald,7,0,7
Walden,7,0,7
Waled,3,3,6
Wallis,5,3,8
Walrick,7,0,7
Waltraude,0,7,7
Wando,6,3,9
Wania,0,7,7
Wanjiku,0,7,7
Wanno,7,0,7
Wardia,0,7,7
Wardy,6,3,9
Warnera,0,7,7
Warnerius,7,0,7
Warnerus,7,0,7
Warun,7,0,7
Watske,0,7,7
Weam,0,7,7
Weite,7,0,7
Wellemtje,0,7,7
Wenceslao,7,0,7
Wendella,0,7,7
Wendola,0,7,7
Wendolijn,0,7,7
Wengeslaus,7,0,7
Wenne,5,3,8
Wenner,7,0,7
Werbertus,7,0,7
Wesal,3,3,6
Weslee,3,5,8
Weston,7,0,7
Whoopi,3,6,9
Wiardi,7,0,7
Wiberta,0,7,7
Wibiena,0,7,7
Wichem,7,0,7
Widja,0,7,7
Widjay,7,0,7
Wiebegina,0,7,7
Wiebine,0,7,7
Wiegerine,0,7,7
Wieldert,7,0,7
Wienie,0,7,7
Wiepka,0,7,7
Wiesa,0,7,7
