Name,Men,Women,Total
Cariena,0,20,20
Carmilla,0,20,20
Carrol,3,17,20
Cassianus,20,0,20
Catharines,20,0,20
Cathinka,0,20,20
Ceanna,0,20,20
Cecily,0,20,20
Cevat,20,0,20
Chaka,9,11,20
Chamila,0,20,20
Charitas,3,17,20
Charonne,0,20,20
Cheriel,10,10,20
Chey,13,7,20
Chiang,14,6,20
Chima,16,3,19
Chislain,18,3,21
Chivaro,20,0,20
Christjan,19,3,22
Cilly,0,20,20
Cirsten,0,20,20
Claasje,0,20,20
Concordia,3,19,22
Cyane,3,19,22
Cypriaan,20,0,20
Caelesta,0,19,19
Caesarine,0,19,19
Cajetanus,19,0,19
Callan,16,3,19
Camina,0,19,19
Candan,5,14,19
Caran,3,15,18
Caress,3,18,21
Casparius,19,0,19
Catalijn,3,18,21
Catelynn,0,19,19
Cecilea,3,17,20
Celalettin,19,0,19
Celsa,0,19,19
Cevahir,8,11,19
Chafia,0,19,19
Chahd,3,18,21
Chahin,18,3,21
Chahir,19,0,19
Chamara,3,18,21
Chamel,9,10,19
Chanèl,0,19,19
Channing,18,3,21
Chanouk,0,19,19
Charlo,17,3,20
Chauncey,18,3,21
Chavella,0,19,19
Chemene,3,18,21
Ches,15,3,18
